Estas medicinas son delicadas y si no se usan correctamente no se aliviará la enfermedad.,Yíká ndá tātān yáꞌá de tú mā kuétíñú vāꞌa-ní de mā ndúvāꞌa kuēꞌē.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
al sonoro rugir del cañón.,Ta ni'i ni ka'andi cañon.,Mixteco de Tezoatlán (mxb),El Himno Nacional
la serpiente vive/está,yáa koò ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
quiere un poco más de sal,kuní tíꞌkà ñiì,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
cigarra ,tikixin ñuu ka'ni,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"No se salvan, sino que quedan sufriendo.",Ñatuu ka ndani'i ta'vi i chi ka ndo'o ka neni i.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
el borrego de tu padre,rɨɨ̀ táàró ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Siempre está cansado, no quiere jugar y no está contento.","Máni jā kuítá-ji, de ndūú kúnī-ji kasíkí-ji, ndūú iyo siī inī-ji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"El dejó de comer carne,","De ndú-kā nī nchajī kuitī-dē kūñu,",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Hay ardillas en el terreno de riego.,la-si itu ndòꞌyò.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
En las noches tiene calentura y suda.,De jakuáā de yíꞌí kaꞌni-ji de quéne tāān-ji.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Los dioses nos cuidan,Kánditoyà yoꞌo,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Ella se llama Juana.,Juana nání-ñá.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
¿Qué hicieron con la calavera del Señor Gato?,"¿Na ni kuu yiki xini i'ya tevilu?,",Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
Al otro (siguiente) día fue su madre a ver al venado al monte.,ɨngà kɨu nìkee máá náà kuándéꞌé isù nuù yuku.,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Y viernes es día caliente; día bravo es.,"te viernes kɨu ñíꞌní kúu, kɨu shraàn kúu.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si se pega la ternilla de la nariz, duele mucho.","Nú ni dúkùn mbarrú dìtnì-ndà, kuꞌí kuàꞌá.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
Y el conejo le dijo:,Te jiña'a iso ma nuu tee yukan ma:,Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
"Se cubren los ojos, porque está ciego.","nì dàꞌvi nùù-né, vàchi kuaá-nè.",Xayacatlán de Bravo (mit),Cómo leer en Mixteco
Hicieron el cojín del sello del presidente.,nu masu kojiin seyu presidente ni kuu staa ja'a i'ya tevilu.,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
La madre osa les muestra lo ce deben comer y les enseña en donde encontrar alimento.,kástnūꞌun naná-tī nāsa kaa-tí.kástnūꞌun-tī núū séꞌe-tī sá ndúkú -tí já jáá-tí.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Dicen que en octubre hay pájaros carpinteros que llaman al hielo.,"Yoo octubre, te iyo tiliki; kána ti yu'va, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Está vivo ese Señor Sol, el da lo que comemos, nos cuida.","Tyakú iꞌà Ndikàndii uán, jáꞌayà jà yéeyo, ndítoyà yoꞌo.",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
el gobierno nos engaña pues ,gobierno sndáꞌúni yóꞌó,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Cuando se ensucie el trapo, ponga usted otro trapo limpio con la medicina.",Tú nkutéꞌén saꞌma de tee-ní inkā saꞌma íyó ndoo jā ñúꞌún tātān.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Cuando parió una mujer,Nú nìjàꞌa ɨn ñaꞌa,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El está montándose en el animal.,nyóso-dé-ti,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
compró tomates y cebollas.,Njaan-de tīnana jíꞌín tíkuun.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
¿Y por qué quieres estudiar nuestra lengua? ,¿Te najàꞌa kuníró jà skuáꞌaró yuꞌuyo? ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El perro no quiere morder al marrano.,"de ntuú kúnī tinā kayīꞌí-tī kinī, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
"﻿La cucaracha, la gallina, el coyote y el señor",Late'eya ji'in chuun ji'in ndiva'u ji'in tee,Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
¿Cómo está usted?,¿Ndesa kúuní?,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El agua no quiere apagar al fuego.,"de ntuú kúnī ndute stáꞌvā ñuꞌūn, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
"Dicen que los duendes esconden a los borreguitos por dos o tres días, y entonces los sacan.","Ñu'u ma chi ka chu'u i kolelu lilikin ma uu uni kii, saa ka ndene'e i ti, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Hay que tomar todos los días una pastilla de Sulfato Ferroso y una de Vitamina B | Complejo después del desayuno.,De vāꞌa jā kokó-ji iin pastilla Sulfato Ferroso jíín iin pastilla Vitamina B komplejo ndāká quīvī tá nī nchas-inī-ji.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
búho,tiñumi,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
quieres estudiar,kuníró jà skuaꞌaró ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Después deben tomar 4 cápsulas cada día, una al amanecer, una al mediodía, una al anochecer y una a la medianoche, hasta que ya no tengan calentura.","Ñúkuán de kokó-ji 4 tātān tá iin iin quīvī, iin jāneꞌēn, iin sava nduú, iin jañíni, jíín inkā sava ñuú, jondē ta ndú-kā nā quīji yíꞌí-ji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Las mujeres echan el hollín que cuelga del techo en las heridas para que sanen más rápido.,Ya'a xini ve'e ma chi ka chi'i ña in nuu ni tnakue'e o ma sukan-va'a nduva'a yachi.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Si no se corta el cabello de la frente a los nenes, dicen que se pondrán bizcos.","Nú ma jin ndate'nde ixi tnee lulu ma, chi jin kuxiñi nuu i, ka ka'an i",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Sus crías nacen en el invierno.,Túu kuiti nāva jáa-ti yóō invierno chī máni kixi-tī.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Luego que hubo comido el zacate, la vaca dió a la mujer leche para el gato. El gato bebió la leche pronto y se lamió los bigotes.","De nūū ni ndiꞌi nchajī vaka ndáyóꞌo, de nī jēꞌe-tī iin kōꞌō xīkui nūū-ña, de nī jani-ña nūū chílu.",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Lo levantó.,Nì ndaniꞌi-tèá.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
La gente hace sombreros de palma.,Nùù kidávàꞌa nèꞌivì mbelú,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
"No ponga Agua Oxigenada ni Mentolato en la quemadura, porque le causará mucho dolor.","Mā chūꞌún-ní Agua Oxigenada ni Mertolato nūú nkãyū, chi jātū ndasí.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Luego el gato comenzó a seguir al ratón.,"De ñamā jiꞌi-tī xīkui, de nī ndakuaꞌā-tī ixi yúꞌú-tī, de nī ndiꞌi nī ndakuaꞌā-tī ixi yúꞌú-tī.",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
la tarde,sakuaà,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
"Si llueve, entonces las plantas de la milpa revivirán.","Nú kuun dàvì, dandu natiaku viu.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
Uno por uno los soldados bajaron sus fusiles.,"Ndiꞌiin, ndiꞌiin-de nkākuneꞌen-de tnūjī-de.",Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Voy al pueblo también,Kiꞌínná ñuù suni,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si se atraviesa el arco iris por donde viene la lluvia, ya no viene el agua hasta acá, dicen.","Nuna jakundijin tikoya'nde ma, ichi nuu vee savi ma, te sani te ja'nde ti ja ma kuun-ka savi, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"—Utale, el marrano no quiere brincar este corral ","—Utalē, ntuú kúnī kiñī yaꞌá ndava-tī nūū korral, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
Pero el marrano no quiso brincar.,Sochi ñaá nkúnī-tī ndava-tī.,Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
"Cuando las mazorcas ya están en la casa, entonces las desgranamos.","Nú sàndòó niì veꞌe-nda, dandu dakóyo-nda nùnì.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
montes altos rodean aquel pueblo,kájíkó yuku súkú ñuù uán,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
nosotros te dimos de comer,nìkaskeerí róꞌó ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Un soldado en cada hijo te dio.,Iin iin soldado kuu de'e ni ni'on.,Mixteco de Tezoatlán (mxb),El Himno Nacional
Vamos a regar el terreno de riego.,kuꞌñu-nda itu ndoꞌyo.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
"“No hicimos nada con nuestro padre,",“tú kuɨtɨ núú nìkasáꞌaná jíín táàná,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
grande es la cabeza ,káꞌnu xinì; ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Cerca de dos o tres horas arde el temazcal,Yani uù xí unì ora kayú ñíꞌi,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
al pie del árbol,jaꞌà yunu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
en el llano crecen árboles y están magueyes.,Nuù nduꞌà uán kájaꞌnu yunu te ká-íin yau.,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
la cabeza de mi padre ,xinì táàrí,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
¿Qué hicieron con la lengua del Señor Gato?,¿Na ni kuu yaa i'ya tevilu?,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
"“apúrate, a qué hora me vas a dar de comer”, dice,","“yatyìró nà ora kuàꞌaró jàkeerí”, kéi,",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
ortiga,tnu ndeva,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Si no consigue el Mercurio Amoniado, puede poner Pomada de Azufre u Oxido de Zinco Pomada de Sulfatiazol.",Tú ndūú níꞌīn-ní Merkurio Amoniado de chuꞌun-ní Pomada Azufre á Oxido de Zinc à Pomada Sulfatiazolo,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
con su permiso me voy,najáꞌaná nuùní ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
todos hablábamos,ndɨꞌɨyo nìkakaꞌàn,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
cuique,kuikui,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
¿Siembran ustedes la milpa tempranera?,¿Kátyiꞌiró itù ñaꞌà?,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"voy y llego al pie de un ocote allí, ","kuáꞌanrí te jaárí jaꞌà ɨn yunu nuyúxá uán, ",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El hijo de doña María tiene el vientre hinchado.,"Sēꞌe Maria, ni nkusíꞌndí chījin-ji.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"El día se acabó, pero el trabajo todavía no se acaba.",Ni ndi'i kivi kovaa tniñu ma ñatuu ndi'i-ka. ,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Está bien, ","Yóó vàꞌani, ",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"la herida se ha hinchado y enrojecido y si tiene dolor en toda la pierna o el brazo,","jā ní jaꞌnu kuiñu de nī nkukuáꞌá, de tú ūꞌvī níí sīꞌin-ní á ndaꞌá-ní,",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
porque cuando los comemos,chi tá xáxí-yo-ri,Mixteco de Coicoyán de las Flores(jmx),Bichos
Nos gusta sentarnos en la sombra de los árboles grandes.,kudîì ini-ndà kundoo-nda kasì yutnù naꞌnú.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
Santiago tiene tos.,Santiago ndóꞌo-ji kuēꞌē sāyu.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Eso hicieron los hijos a la abuela,Uán nìkasáꞌa sèꞌe yíí nanáñúù,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"El tercer día báñese otra vez y aplique el remedio nuevamente,",Quīvī únī de kuchi tuku-ní de chiꞌi tuku-ni tātān.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
¿Qué hicieron con el fémur del Señor Gato?,¿Na ni kuu yiki si'in i'ya tevilu?,Mixteco de San Agustin Tlacotepec (xtm),La canción del gato
"Los pedazos de algodón se deben quemar, porque tienen los microbios que producen la enfermedad.","Jíni ñúꞌún jā teñuꞌūn-ni ndāká pedazo kãchi, chi yíꞌí microbio jā sáꞌá kuēꞌē.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
La vara no quiere pegar al perro.,"de ntuú kúnī ñutūn xíi kuun maá xīnī tinā,",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
"Si no se ponen su faja cuando hacen trabajo pesado, les empiezan a doler la barriga y la espalda.","Nú ma jin ki'i de kanchii de, te jin satniñu ndee de, chi jin tna'a u'vi chii de ji'in yata de.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
que cuando un segador pasa frente de nosotros,ta yaꞌa in chuxa nuu ko,Mixteco de San Juan Mixtepec (mix),Bichos
La gente siembra la milpa del temporal.,Ñàyiu káskuita itù sàu. ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Gracias a Dios que amanecimos bien otro día,Ni kuta'vi o nuu Su'si ja ni ndatuu ni ndandii o in-ka tuku kii.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Dicen en mi pueblo,Kachi na ña ñuu yu yoꞌo,Mixteco de San Juan Mixtepec (mix),Bichos
"Tome cada día 3 pastillas de Entero-Vioformo o Carnoformo, una al amanecer, una al mediodía y una al anochecer, hasta que se acaben las 30 patillas.","kokó-ní 3 pastilla Entero Vioformo á karnoformo tá iin iin quīvī, iin jäneꞌên, iin sava nduú, inkā jañini, jondē tá ndiꞌi 30 pastilla.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Nos sentamos a comer.,"Kándukòotuyo, káyeeyo,",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"La gente va en grupo a la Casa del Dios  de la Lluvia,",Kuángoyo ñàyiu veñùꞌu Sàu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El año pasado y el año antepasado fuimos a México.,Agua xì agua nunu ni sàꞌàn-nsì Inkòꞌyo.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
El recibió un préstamo de 15 millones de pesos de un banco de Francia.,Maa-dé ŋiꞌin núu 15 millon peso nuū banko Frankia.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
¿Por qué?,Nākuu ñatúu.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Tome usted tres pastillas al día, una al amanecer, una al mediodía, y una al anochecer, hasta que sane.","kokó-ní ūnī pastilla tá iin iin quīvī, iin jāneꞌēn, iin sava nduú, inkā jañíni, jondē nī nduvāꞌa-ni.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"cuando Santa Anna era dictador, Juárez tuvo ce salir del país.","Sá nyõkuu Santa Anna dictador, nkee Juárez fuera México.",Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Ella tiene cabellos largos.,Naní idìdínì-né.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
y con un pedacito de algodón limpie los ojos.,De jíín iin pedazo lulí kāchī nasāꞌá ndoo-ní tīnūú-ní.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
y vayan a oír la misa,te jin koo ro misa,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"aplasto la milpa,","jaxírí itù,",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Fué al mercado.,Njāꞌān-de yaꞌ vi.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Véndelo con un trapo blanco y limpio,De kasī-ní jíín iin saꞌma kuijín íyó ndoo.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
(en) la pared de la casa,jikà veꞌe,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Póngase un poco de Mentolato o Vick Vaporub en la nariz, el cuello y el pecho.",chiꞌi-ní jakū Mentolato á Vick Vaporub xītīn-ní jíín sūkūn-ní jíín ndīka-ní.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
y tienen cuernos.,ta íya ntikí-ri.,Mixteco de Coicoyán de las Flores(jmx),Bichos
cenzontle azul ,lasaa kiti ndute,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
y echa la porción de los duendes a la base de todos los horcones.,te chí'i i ta'vi ñu'u ma xuu ndaka si'in ma.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"Había un conejo que necesitó dinero, y fue con la cucaracha y se lo pidió. ","Ni iyo in iso, te kuni ti xu'un, te ni ja'an ti ni ja kakan ti nuu late'eya ma.",Mixteco de Magdalena Peñasco (xtm),"La cucaracha, la gallina, el coyote y el señor"
Ella está enferma.,kúꞌū-ña.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
Mi comadre vende comida.,Kualiáná xíkó ndeyu.,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
El escribe,Tēe-de tutū,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Si somos ladrones, si robamos, nos da palo,",Nú kuíꞌnáyo nú suꞌunyo kuàꞌayà yunu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
voy al monte,kiꞌínná yuku ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Hay personas que se convierten en rayos y cuando llueve, les pegan a sus enemigos.","Ka iyo ñayii ka nduu i tajan, te ora kúun savi ma, te ka wa'a i ñayii ka kuu contra i ma.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
¡No debes pasar por encima del arado porque no es bueno!,¡Nasa kuiso ro arado a chi ñatuu va'a!,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
¿qué hay allí también?,¿nòu yóótu uán?,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Para la comida de la fiesta de la Virgen.,jà kúu ndeyu víkó iꞌà sɨ́ꞌɨ́. ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
brincar,kandava,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Si no hay trabajitos que hacer, entonces los niños van a jugar.","Nú kòò tyuun kida ñà-kuati, dandu kuàꞌàn kudìkíà.",Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
Se desbarrancó la tierra.,nì kàà ñunù.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
La miel que hacen las abejas es dulce.,Vidì gà ndùdì kidavaꞌa sìñuñù.,Mixteco San Jerónimo Xayacatlán (mit),Abecedario Mixteco
—¿Cómo me voy a llamar?,—¿Na̱xa naní-i káchi-un?,Mixteco de Coicoyán de las Flores (jmx),Burro lindo
"Cuando tosa o estornude cúbrase la boca con un pañuelo o con un pedazo de tela limpia, para que el aire no vuele su saliva.","Tú káyū-ní á quéxēn-ní de kasī-ní , Yuꞌú-ní jíín iin pañito á iin saꞌma íyó ndoo, tákua ndūú ndáva ntesíi-ní nūū táchī.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
La caña es dulce al masticarla,Vidi ndoo richi-nda-nu.,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
—¿Cómo se llama este pueblo?,—¿Ndesa nání ñuù yàꞌá? ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
No le hace. Vendrá otro día mañana.,Koto maa i. Kii-ka in kivi yutnee.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"No debes ir cerca del lugar donde está el arco iris, porque te puede tragar.","Masu ko ki'in yatni ro nuu ñunee tikoya'nde ma; nú ña'a, te kokon ña'a ti.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
xocoyol ,nduja,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
pero era una bandolera.,kovaa ñuyuku kúu ña.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Más tarde se hinchará todo y morirá si no recibe medicina.,De kuéé-kā de quīvi kuiñu-ji de kuū-ji tú mā niꞌīn-ji tātān.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
"No tarde usted en ir al médico, porque si no va pronto, la curación será más difícil.","De mā kúndetu-ní chi ñamā quīꞌīn-ní nūū médiko, chi tú kukuéé-ní de ūꞌvī ndasí nduvāꞌa-ní.",Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Me corretió un toro,Ni sondikin ña'a xndiki,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Dolor de Muelas,kuēꞌē Játū Yuꞌú,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
y retiemble en sus centros la tierra,Ta kidi ni'ini nda me'i noño'o yo'o,Mixteco de Tezoatlán (mxb),El Himno Nacional
Tapemos bien los alimentos para evitar que las moscas entren.,De kasī vāꞌ-ó ndāká jā kaj-ō tắkua mā kívi tiukún.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Estornuda y la gente dice que su hijo le está recordando.,"Káxen ña, te ndákune'e ña'a sa'ya ña ma, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Hacemos pozole cuando hemos cosechado mazorcas bonitas y estamos contentos. ,"Kásáꞌatuná nduxà nú nìkakiꞌintuyo nɨñɨ luu,te kúu sɨɨ̀tu inìyo",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Hay un tipo de araña que se llama tintoo savi.,"Yee in tintoo kiti nani, tintoo savi.",Mixteco de San Juan Mixtepec (mix),Bichos
Y retiemble en sus centros la tierra,Ta kidi ni'ini nda me'i noño'o yo'o,Mixteco de Tezoatlán (mxb),El Himno Nacional
"El marrano no quiere brincar el corral,","de ntuú kúnī kinī ndava-tī nūū korral, ",Mixteco de Ocotepec (mie),El cuento de una mujer y su marrano
no es cierto,tú ndaà,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"No se debe tocar los ojos, porque así entran los microbios que producen enfermedades.",Mā quēꞌé-né tīnūú-ní chi skívi-ní microbio jā sáꞌá-tī kuēꞌē nūū.,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
Así es como el maíz se convierte en la tortilla que comemos todos los días.,Tá saá va íya xa̱ꞌá nu̱ní na̱xa xáa̱-ña ntuu-ña xi̱tá xíxi-yo ntiꞌi ki̱í.,Mixteco de Juxtlahuaca (vmc),Del maíz a la tortilla
Los convoca a lidiar con valor.,Kanian ko'on xi naa xi xi'in ndee.,Mixteco de Tezoatlán (mxb),El Himno Nacional
pedazos de lodo seco ,si-ndeꞌi,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
tiene cola,ia ndoꞌo-si,Xayacatlán de Bravo (mit),Cómo leer en Mixteco
¿Y por qué ya no enseña usted nuestra lengua a sus hijos?,¿Te najàꞌa tuká snáꞌaní yuꞌuyo nuù sèꞌení?,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"y lo envolvió, y se enfermó mucho porque un demonio le pegó, dicen.","te ni jakun-sukun ña'a i, te ni ku'u xeen de, vaa tachi ni wa'a ña'a, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
chile con tomate,yaꞌa jíín tinana,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Ahora encontró su lección,Vitna te ni ni'i de tatna de.,Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
que vamos a conseguir dinero,ña kuneꞌe ko xuꞌun,Mixteco de San Juan Mixtepec (mix),Bichos
Voy al (centro del) pueblo ,Kiꞌínrí ñuù. ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
Santa Teresa es esta abuela del temazcal,Santa Teresa kúu nanáñúù ñíꞌi uán,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
"Si la venturilla nos da la espalda, sabemos que nos va a ir mal en el día, dicen.","Nuna chiyata ña'a lasaa kua'a ma, te kona'a o ja iyo mal kivi o ma, ka ka'an i.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
"El brujo hace una figura, la cual usa para echar maldición a la gente.","Sa'a tee tasi ma in sundu, te chukan jatniñu de ja soko de ñayii ma.",Mixteco de Magdalena Peñasco (xtm),Algunos dichos y creencias tradicionales de Magdalena Peñasco
Terminó sus compras.,Nkuu já njaan-de.,Mixteco de San Pedro Molinos (xtn),Cuentos y ejercicios en español y mixteco
"Y al llegar, aplasto de una vez  el trigo,","te jaárí, uni jaxírí triɨ́u, ",Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
está también,íyàatu,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
La Pulmonía,kuēꞌē Pulmonía,Mixteco de Santo Tomás Ocotepec (mie),Como curar algunas enfermedades
voy al lugar donde está el mercado,kiꞌínrí nuù yaꞌu ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
están bien,Kákuu kuééni ,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
no voy al monte,tú xíkóná kìyi,Mixteco de Chalcatongo (mig),Curso de lengua Mixteca
